Match_ID,Date,Sport,Home_Team,Away_Team,Home_Team_Odds,Away_Team_Odds,Draw_Odds,Predicted_Winner,Actual_Winner
M01059,2024-10-31,Basketball,South Danielle Lions,West Cassandra Bears,3.8,2.0,,West Cassandra Bears,South Danielle Lions
M01060,2024-12-01,Hockey,North Justinfurt Wolves,East Michael Tigers,1.59,1.62,4.3,Draw,North Justinfurt Wolves
M01061,2024-06-03,Hockey,South Keith Bears,East Williamport Lions,1.58,2.3,4.01,Draw,Draw
M01062,2023-09-20,Hockey,Aprilhaven Bears,Millsstad Tigers,3.6,2.45,4.31,Aprilhaven Bears,Aprilhaven Bears
M01063,2024-07-26,Basketball,Thomasbury Tigers,Lawrencetown Tigers,1.55,1.5,,Lawrencetown Tigers,Thomasbury Tigers
M01064,2023-12-04,Baseball,East Thomastown Wolves,Lake Derrick Tigers,3.98,1.22,,East Thomastown Wolves,East Thomastown Wolves
M01065,2025-06-01,Basketball,Lake Katelyn Eagles,Port Nicole Lions,3.78,1.28,,Port Nicole Lions,Port Nicole Lions
M01066,2024-07-05,Tennis,Kingview Bears,Port Cindy Lions,4.46,1.36,,Kingview Bears,Kingview Bears
M01067,2024-01-24,Baseball,Millerberg Wolves,Starkfort Wolves,,3.19,,Millerberg Wolves,Starkfort Wolves
M01068,2024-05-22,Baseball,Jacquelineview Tigers,North Helenville Tigers,1.66,3.71,,North Helenville Tigers,Jacquelineview Tigers
M01069,2024-07-24,Football,Lake Brett Tigers,Loweshire Tigers,4.79,4.19,3.85,Draw,Draw
M01070,2024-05-15,Tennis,North Debbiechester Wolves,Port Samanthaton Lions,4.98,3.21,,Port Samanthaton Lions,North Debbiechester Wolves
M01071,2023-12-03,Football,West Meganville Bears,Ginachester Tigers,4.22,,3.64,Draw,Ginachester Tigers
M01072,2024-07-09,Basketball,East David Eagles,South Michael Lions,4.11,3.99,,East David Eagles,South Michael Lions
M01073,2024-12-29,Basketball,Garciaport Bears,Brianmouth Tigers,1.76,2.8,,Garciaport Bears,Brianmouth Tigers
M01074,2025-03-30,Football,Hansenchester Wolves,Mitchellchester Bears,2.14,4.41,3.51,Mitchellchester Bears,Hansenchester Wolves
M01075,2025-03-27,Basketball,West Lawrencemouth Wolves,East Robertfort Bears,1.31,1.24,,East Robertfort Bears,East Robertfort Bears
M01076,2025-02-05,Baseball,Mariemouth Wolves,South Patrick Tigers,4.97,1.6,,Mariemouth Wolves,Mariemouth Wolves
M01077,2024-09-07,Baseball,Ginaside Tigers,Hahnport Wolves,1.83,4.17,,Ginaside Tigers,Hahnport Wolves
M01078,2024-07-20,Basketball,East Tami Bears,Amberport Eagles,2.6,4.06,,Amberport Eagles,East Tami Bears
M01079,2025-06-27,Football,Robinsonbury Wolves,Port Garyport Tigers,4.96,1.89,3.61,Port Garyport Tigers,Draw
M01080,2025-03-30,Football,Jensenside Wolves,West Eugene Bears,2.5,1.54,3.39,West Eugene Bears,Jensenside Wolves
M01081,2025-07-13,Basketball,Murrayborough Wolves,East Erichaven Tigers,3.37,3.25,,Murrayborough Wolves,Murrayborough Wolves
M01082,2023-12-09,Basketball,Christopherside Wolves,Scottstad Lions,1.86,2.57,,Christopherside Wolves,Christopherside Wolves
M01083,2025-04-29,Tennis,Georgeberg Wolves,Port Jamiehaven Lions,4.83,1.23,,Port Jamiehaven Lions,Port Jamiehaven Lions
M01084,2024-07-12,Baseball,Jessicaton Wolves,Guerrabury Bears,3.5,2.13,,Guerrabury Bears,Jessicaton Wolves
M01085,2025-01-06,Tennis,Yolandaport Eagles,Jamieville Bears,4.04,4.54,,Jamieville Bears,Jamieville Bears
M01086,2024-12-23,Tennis,Michaelshire Bears,Kimberlybury Tigers,1.58,3.26,,Kimberlybury Tigers,Michaelshire Bears
M01087,2025-03-15,Tennis,Heatherberg Wolves,Garcialand Wolves,3.71,1.92,,Garcialand Wolves,Heatherberg Wolves
M01088,2024-11-09,Baseball,Cisnerosside Lions,Smithmouth Lions,1.46,4.78,,Smithmouth Lions,Smithmouth Lions
M01089,2025-01-15,Basketball,Rossmouth Bears,Davidstad Wolves,4.3,2.34,,Davidstad Wolves,Rossmouth Bears
M01090,2025-04-19,Football,New Johnny Wolves,East Feliciaborough Tigers,3.9,3.72,3.18,East Feliciaborough Tigers,East Feliciaborough Tigers
M01091,2025-02-17,Hockey,Linside Tigers,West Robin Lions,3.27,3.05,1.2,West Robin Lions,Linside Tigers
M01092,2025-04-09,Hockey,Kingbury Lions,North Jessica Lions,4.36,1.89,3.01,Kingbury Lions,Kingbury Lions
M01093,2024-01-02,Basketball,Dicksonborough Eagles,East Arielshire Lions,4.43,4.42,,Dicksonborough Eagles,Dicksonborough Eagles
M01094,2025-01-31,Baseball,Oliverhaven Bears,Lake Lisabury Bears,2.88,3.45,,Oliverhaven Bears,Lake Lisabury Bears
M01095,2024-05-31,Baseball,Johnnyfurt Eagles,South Joshuaville Tigers,2.59,4.37,,Johnnyfurt Eagles,Johnnyfurt Eagles
M01096,2023-09-14,Football,Joshuaside Tigers,Carlview Eagles,4.84,4.63,2.55,Joshuaside Tigers,Draw
M01097,2024-09-01,Basketball,West Michael Bears,Goldenfort Eagles,1.8,3.06,,West Michael Bears,West Michael Bears
M01098,2024-12-08,Football,Port Ethanchester Eagles,Port Dennis Eagles,1.55,3.59,2.15,Port Dennis Eagles,Draw
M01099,2025-05-04,Baseball,Alishatown Bears,North Robert Wolves,2.35,3.39,,Alishatown Bears,Alishatown Bears
M01100,2025-03-16,Basketball,Carterfort Lions,Allenville Lions,3.71,3.37,,Allenville Lions,Allenville Lions
M01101,2023-11-22,Hockey,Smithport Tigers,Rossville Eagles,1.58,,3.54,Rossville Eagles,Rossville Eagles
M01102,2025-01-24,Tennis,Brandystad Wolves,Lake Mariah Lions,4.11,2.39,,Brandystad Wolves,Brandystad Wolves
M01103,2024-10-22,Baseball,Brandontown Eagles,Davidmouth Lions,3.27,1.43,,Davidmouth Lions,Davidmouth Lions
M01104,2024-09-10,Tennis,Lake Tiffany Lions,South Ashleyshire Wolves,1.31,2.15,,Lake Tiffany Lions,Lake Tiffany Lions
M01105,2023-10-10,Tennis,West Matthewport Bears,East Tracey Eagles,4.76,3.82,,West Matthewport Bears,West Matthewport Bears
M01106,2024-12-30,Baseball,East Lori Bears,Rickymouth Lions,3.54,2.43,,East Lori Bears,Rickymouth Lions
M01107,2024-02-21,Football,East Mary Tigers,Susanfurt Eagles,4.3,2.0,1.62,Susanfurt Eagles,East Mary Tigers
M01108,2025-03-15,Football,Brandonstad Eagles,Aaronberg Bears,1.72,3.63,4.71,Aaronberg Bears,Aaronberg Bears
M01109,2024-02-27,Basketball,Walkermouth Eagles,West Dianafort Bears,1.95,4.58,,Walkermouth Eagles,Walkermouth Eagles
M01110,2025-01-14,Baseball,North Josephland Tigers,Tracytown Tigers,2.66,1.98,,Tracytown Tigers,Tracytown Tigers
M01111,2024-12-01,Tennis,Rogerfort Bears,Bartonside Tigers,2.36,2.74,,Bartonside Tigers,Bartonside Tigers
M01112,2023-10-12,Basketball,Smithside Lions,Angelafurt Wolves,3.97,2.53,,Smithside Lions,Smithside Lions
M01113,2024-11-23,Baseball,New Jennifermouth Lions,West Mark Wolves,3.98,4.24,,New Jennifermouth Lions,West Mark Wolves
M01114,2023-07-17,Tennis,East Alyssaville Eagles,North Lisaview Tigers,2.76,1.96,,East Alyssaville Eagles,East Alyssaville Eagles
M01115,2024-09-18,Tennis,Suarezport Eagles,Hansenburgh Eagles,2.75,2.41,,Hansenburgh Eagles,Suarezport Eagles
M01116,2024-10-16,Basketball,Riosborough Eagles,Jeffreyfurt Lions,4.5,4.34,,Jeffreyfurt Lions,Jeffreyfurt Lions
M01117,2024-04-16,Basketball,Kristenmouth Wolves,Harveyside Lions,4.16,1.28,,Kristenmouth Wolves,Harveyside Lions
M01118,2023-10-01,Basketball,Lake Holly Wolves,Port Ashley Eagles,1.51,3.39,,Port Ashley Eagles,Port Ashley Eagles
M01119,2023-11-22,Tennis,Stoneville Bears,Danielmouth Tigers,4.98,3.32,,Danielmouth Tigers,Stoneville Bears
M01120,2025-04-22,Tennis,Richardhaven Bears,Lake Jameston Bears,2.77,3.5,,Lake Jameston Bears,Richardhaven Bears
M01121,2025-04-27,Hockey,Weberbury Bears,New Jose Tigers,4.82,1.61,2.26,New Jose Tigers,Draw
M01122,2023-12-10,Football,Lynnville Eagles,Port Alison Tigers,,1.25,3.49,Draw,Lynnville Eagles
M01123,2025-01-05,Hockey,Lake Scottland Tigers,South Gary Eagles,3.92,,4.28,Draw,South Gary Eagles
M01124,2023-09-26,Tennis,Ryanmouth Wolves,Mooreland Eagles,3.28,4.12,,Mooreland Eagles,Mooreland Eagles
M01125,2025-05-22,Football,Kimberlymouth Bears,Lynchburgh Lions,2.38,2.99,3.45,Lynchburgh Lions,Draw
M01126,2023-09-07,Football,New Amber Lions,New Kathleen Wolves,3.07,3.34,2.98,New Kathleen Wolves,New Amber Lions
M01127,2023-09-23,Tennis,Millsfort Bears,New Ashleyfurt Bears,3.47,1.9,,Millsfort Bears,Millsfort Bears
M01128,2024-08-15,Tennis,South Christopher Bears,Burgesschester Lions,1.22,3.15,,South Christopher Bears,South Christopher Bears
M01129,2025-05-01,Tennis,Lake Joelville Wolves,Lake Lauren Tigers,1.51,2.95,,Lake Joelville Wolves,Lake Lauren Tigers
M01130,2025-03-28,Basketball,Justinborough Wolves,Meyerside Lions,4.55,3.39,,Justinborough Wolves,Meyerside Lions
M01131,2024-01-20,Baseball,Lake Paulborough Bears,West Melinda Eagles,2.95,2.25,,West Melinda Eagles,West Melinda Eagles
M01132,2024-05-24,Football,Wilsonton Lions,Williamland Tigers,3.24,2.42,2.68,Draw,Draw
M01133,2024-10-05,Hockey,Joelchester Bears,Katherinehaven Eagles,1.4,2.54,3.18,Draw,Draw
M01134,2023-10-24,Basketball,Dayfurt Tigers,New Michelle Tigers,4.98,3.34,,New Michelle Tigers,Dayfurt Tigers
M01135,2024-10-25,Baseball,Valenciaside Bears,Michaelfort Eagles,2.38,4.1,,Michaelfort Eagles,Michaelfort Eagles
M01136,2024-11-08,Basketball,Murphystad Tigers,North Gregorybury Eagles,1.6,3.57,,North Gregorybury Eagles,Murphystad Tigers
M01137,2024-01-04,Hockey,South Kristenbury Tigers,Monroemouth Eagles,1.75,2.22,,Draw,South Kristenbury Tigers
M01138,2024-03-31,Hockey,Hessborough Wolves,Lake Natashachester Tigers,4.31,4.94,4.59,Lake Natashachester Tigers,Draw
M01139,2023-12-22,Football,Stephenhaven Bears,Davidfurt Eagles,2.48,1.58,4.1,Davidfurt Eagles,Stephenhaven Bears
M01140,2025-03-10,Tennis,North Jessicaport Eagles,Williammouth Wolves,4.53,3.35,,North Jessicaport Eagles,North Jessicaport Eagles
M01141,2024-08-27,Football,Johnsonchester Lions,Joneston Tigers,3.04,4.77,1.46,Joneston Tigers,Johnsonchester Lions
M01142,2023-07-27,Football,East Kathryntown Tigers,Michaelberg Wolves,3.27,2.08,2.44,Draw,Draw
M01143,2025-05-21,Basketball,Danielsmouth Lions,East Christinashire Wolves,1.5,2.7,,Danielsmouth Lions,Danielsmouth Lions
M01144,2023-11-09,Basketball,West Sarafort Wolves,South Tammyfurt Wolves,4.08,3.11,,South Tammyfurt Wolves,South Tammyfurt Wolves
M01145,2024-01-22,Basketball,New April Lions,Johnsonburgh Lions,4.42,2.32,,New April Lions,Johnsonburgh Lions
M01146,2024-08-01,Football,Ashleyfort Tigers,Daviesport Bears,,4.14,3.15,Ashleyfort Tigers,Draw
M01147,2023-09-30,Baseball,Hessmouth Lions,Davidsonstad Tigers,2.97,,,Davidsonstad Tigers,Davidsonstad Tigers
M01148,2025-02-10,Basketball,Anthonyfurt Wolves,Lake Davidborough Wolves,4.4,4.27,,Lake Davidborough Wolves,Lake Davidborough Wolves
M01149,2024-06-12,Hockey,South Megan Tigers,East Sharon Lions,1.91,4.22,2.54,South Megan Tigers,Draw
M01150,2024-06-11,Hockey,New Mary Lions,Bryanport Eagles,1.37,4.43,3.65,Bryanport Eagles,New Mary Lions
M01151,2023-11-10,Football,New Jessica Tigers,East Jay Tigers,4.6,1.51,2.94,New Jessica Tigers,New Jessica Tigers
M01152,2023-10-19,Basketball,West Brian Bears,Catherinetown Wolves,3.79,1.95,,West Brian Bears,Catherinetown Wolves
M01153,2024-05-18,Basketball,North Melissa Lions,East Stephanie Wolves,1.77,3.97,,East Stephanie Wolves,North Melissa Lions
M01154,2024-08-16,Tennis,East David Tigers,Lake Kellychester Bears,2.31,2.64,,East David Tigers,East David Tigers
M01155,2025-02-07,Football,Bellbury Wolves,Jonmouth Tigers,1.58,4.98,3.5,Jonmouth Tigers,Jonmouth Tigers
M01156,2024-10-07,Football,Lake Cassandra Bears,Ramirezview Lions,,,2.61,Ramirezview Lions,Lake Cassandra Bears
M01157,2023-07-31,Baseball,East Curtis Bears,North Jackberg Wolves,1.82,3.39,,North Jackberg Wolves,East Curtis Bears
M01158,2024-07-09,Football,Kathleenhaven Tigers,Jenkinsshire Bears,2.79,4.62,3.14,Jenkinsshire Bears,Draw
M01159,2023-12-24,Tennis,Rodriguezhaven Lions,Richardsonberg Lions,4.68,1.52,,Richardsonberg Lions,Richardsonberg Lions
M01160,2024-07-15,Baseball,West Tanya Bears,South Jennifer Wolves,3.13,3.1,,West Tanya Bears,West Tanya Bears
M01161,2024-04-20,Baseball,South Matthew Tigers,Hallport Eagles,3.48,4.87,,Hallport Eagles,South Matthew Tigers
M01162,2025-02-13,Football,South Melissatown Eagles,Lake Jessica Lions,1.67,4.57,4.89,South Melissatown Eagles,South Melissatown Eagles
M01163,2025-04-12,Basketball,North Kevin Lions,Petersonmouth Lions,3.11,4.88,,North Kevin Lions,Petersonmouth Lions
M01164,2024-04-28,Hockey,South Andreaview Eagles,Mannfurt Bears,3.2,4.93,2.03,Draw,Draw
M01165,2024-09-19,Tennis,Lanetown Eagles,Walkershire Tigers,3.21,1.97,,Lanetown Eagles,Walkershire Tigers
M01166,2025-03-19,Tennis,Port Lauren Wolves,Joneston Eagles,3.46,4.96,,Joneston Eagles,Port Lauren Wolves
M01167,2024-02-23,Football,Johnsonland Lions,North Brett Wolves,4.54,,2.42,Draw,Draw
M01168,2024-07-22,Basketball,Port Michael Tigers,Port Tammy Wolves,4.51,4.16,,Port Tammy Wolves,Port Tammy Wolves
M01169,2023-10-28,Hockey,Lesliehaven Wolves,Mitchellfurt Wolves,2.5,2.63,4.28,Mitchellfurt Wolves,Mitchellfurt Wolves
M01170,2024-04-08,Tennis,New Frankshire Wolves,East Shaunbury Eagles,1.46,2.59,,New Frankshire Wolves,New Frankshire Wolves
M01171,2025-02-08,Tennis,Lake Kellyview Eagles,Lake Charlesfurt Tigers,3.47,4.18,,Lake Kellyview Eagles,Lake Kellyview Eagles
M01172,2024-10-04,Basketball,West Sarahfort Lions,East Lorichester Lions,4.04,2.4,,East Lorichester Lions,East Lorichester Lions
M01173,2024-10-23,Hockey,Lake Karenmouth Lions,West Julianview Bears,2.71,1.21,3.54,West Julianview Bears,Lake Karenmouth Lions
M01174,2023-09-12,Baseball,New Kylefurt Eagles,West Amberhaven Bears,4.06,3.33,,New Kylefurt Eagles,New Kylefurt Eagles
M01175,2024-06-07,Basketball,Port Sylviahaven Lions,East Jeremyhaven Wolves,4.72,4.24,,Port Sylviahaven Lions,Port Sylviahaven Lions
M01176,2023-08-16,Baseball,Phillipsmouth Wolves,Feliciaport Bears,3.86,3.8,,Feliciaport Bears,Feliciaport Bears
M01177,2025-04-02,Basketball,Cindyfort Wolves,West Taylor Lions,3.15,3.78,,Cindyfort Wolves,West Taylor Lions
M01178,2023-12-06,Baseball,Kempberg Eagles,Kristineland Bears,1.57,4.42,,Kempberg Eagles,Kristineland Bears
M01179,2024-06-27,Tennis,Perezview Wolves,Elizabethview Lions,2.82,4.01,,Perezview Wolves,Elizabethview Lions
M01180,2023-10-30,Tennis,Lake Catherine Wolves,Darrenberg Eagles,,2.78,,Lake Catherine Wolves,Darrenberg Eagles
M01181,2024-06-08,Baseball,Michaelberg Wolves,South Travis Tigers,3.57,3.14,,South Travis Tigers,South Travis Tigers
M01182,2025-02-01,Tennis,Gilbertmouth Eagles,West Carolborough Eagles,2.52,4.29,,West Carolborough Eagles,West Carolborough Eagles
M01183,2024-04-03,Baseball,East Danaside Lions,East Benjamin Eagles,4.53,2.82,,East Benjamin Eagles,East Danaside Lions
M01184,2023-11-27,Baseball,Carrollborough Wolves,Whitetown Bears,4.69,3.4,,Whitetown Bears,Carrollborough Wolves
M01185,2023-08-23,Football,Lake Johnland Bears,North Candice Tigers,2.67,2.41,,Lake Johnland Bears,Draw
M01186,2023-11-14,Tennis,East Jamesshire Tigers,Johnbury Eagles,2.72,2.33,,East Jamesshire Tigers,East Jamesshire Tigers
M01187,2025-05-22,Tennis,Teresashire Wolves,Lewismouth Wolves,4.63,,,Lewismouth Wolves,Lewismouth Wolves
M01188,2023-09-24,Basketball,West Dustin Eagles,Leonfurt Wolves,3.55,4.71,,West Dustin Eagles,West Dustin Eagles
M01189,2025-03-26,Basketball,New Sylviachester Eagles,East David Bears,2.93,4.76,,New Sylviachester Eagles,New Sylviachester Eagles
M01190,2025-04-09,Hockey,Lake Sandra Lions,South Valerie Wolves,2.8,1.99,3.78,Lake Sandra Lions,Draw
M01191,2024-02-15,Football,Port Michellemouth Lions,Port Frank Wolves,3.64,1.35,1.57,Draw,Draw
M01192,2025-02-27,Football,East Cynthiastad Bears,Kellyport Lions,2.46,1.47,4.34,Draw,Kellyport Lions
M01193,2024-12-30,Football,Glennberg Bears,New James Wolves,3.94,1.56,3.62,New James Wolves,New James Wolves
M01194,2025-06-29,Football,Port Thomas Bears,New Georgeland Eagles,3.73,2.72,4.63,New Georgeland Eagles,Port Thomas Bears
M01195,2025-05-27,Basketball,Crystalville Bears,Georgeburgh Lions,4.15,2.16,,Crystalville Bears,Georgeburgh Lions
M01196,2025-03-27,Tennis,Ariastown Bears,Montesburgh Wolves,,3.42,,Montesburgh Wolves,Ariastown Bears
M01197,2024-12-02,Hockey,West Michaelland Eagles,North Kimberlyborough Wolves,3.21,4.48,3.9,North Kimberlyborough Wolves,West Michaelland Eagles
M01198,2025-01-09,Football,Christinaborough Wolves,Taylorland Lions,3.79,3.55,2.6,Draw,Draw
M01199,2024-10-14,Football,Fostershire Eagles,Sierraview Eagles,3.8,3.14,2.53,Sierraview Eagles,Sierraview Eagles
M01200,2023-07-14,Football,Lake Williammouth Lions,New Lauren Wolves,1.26,3.2,3.55,New Lauren Wolves,Draw
M01201,2023-12-04,Baseball,Port Eugene Lions,Davisshire Lions,4.1,4.31,,Port Eugene Lions,Davisshire Lions
M01202,2024-07-31,Football,Port Crystal Lions,Port Vernonhaven Eagles,3.73,3.0,4.72,Draw,Draw
M01203,2025-03-17,Baseball,Port Matthew Bears,Port Barbaraland Bears,4.64,3.2,,Port Matthew Bears,Port Matthew Bears
M01204,2023-09-30,Tennis,Gallagherland Eagles,Port Kariport Wolves,1.62,4.77,,Port Kariport Wolves,Port Kariport Wolves
M01205,2024-06-28,Football,South Thomas Bears,Port Coreyburgh Lions,1.93,1.82,4.48,South Thomas Bears,South Thomas Bears
M01206,2024-06-30,Basketball,Lake Zachary Eagles,Denisefort Eagles,1.28,4.36,,Denisefort Eagles,Lake Zachary Eagles
M01207,2024-12-09,Hockey,Lawrencestad Tigers,Jessicashire Wolves,1.35,,3.76,Jessicashire Wolves,Jessicashire Wolves
M01208,2024-08-15,Baseball,Matthewburgh Bears,Lake Douglas Wolves,3.11,4.62,,Lake Douglas Wolves,Lake Douglas Wolves
M01209,2023-07-22,Tennis,Robertport Tigers,Kennethchester Bears,3.25,2.82,,Robertport Tigers,Robertport Tigers
M01210,2025-03-03,Hockey,West Brookechester Eagles,Madelineside Lions,4.64,,3.66,West Brookechester Eagles,West Brookechester Eagles
M01211,2024-12-27,Hockey,Joshuamouth Lions,Caldwellshire Bears,1.4,4.66,1.66,Draw,Caldwellshire Bears
M01212,2024-02-29,Football,Lake Lauren Lions,Lake Jennifer Eagles,3.68,1.89,4.85,Draw,Lake Jennifer Eagles
M01213,2024-12-06,Basketball,Port Brendaview Bears,Lake Donaldport Wolves,1.53,4.6,,Lake Donaldport Wolves,Lake Donaldport Wolves
M01214,2023-07-19,Baseball,New Randallstad Eagles,Michealhaven Tigers,3.57,3.11,,Michealhaven Tigers,New Randallstad Eagles
M01215,2024-10-06,Baseball,Kelleyside Lions,North Kari Tigers,4.16,2.61,,Kelleyside Lions,Kelleyside Lions
M01216,2024-01-24,Basketball,West Abigail Wolves,Allisonside Bears,3.86,4.09,,West Abigail Wolves,Allisonside Bears
M01217,2023-10-11,Hockey,Johnsonton Lions,Deniseborough Lions,3.51,2.73,3.23,Draw,Draw
M01218,2023-12-17,Baseball,Lake Lynn Bears,Juliefort Bears,3.99,3.37,,Lake Lynn Bears,Juliefort Bears
M01219,2024-12-18,Hockey,Alvinchester Eagles,Port Josephside Bears,2.69,4.27,4.83,Port Josephside Bears,Port Josephside Bears
M01220,2024-07-15,Football,West Erinborough Lions,Calderonside Tigers,4.57,4.37,1.79,West Erinborough Lions,Calderonside Tigers
M01221,2023-07-28,Tennis,Danielton Bears,East Ronaldberg Tigers,2.73,3.16,,Danielton Bears,East Ronaldberg Tigers
M01222,2024-07-30,Baseball,North Melissafurt Bears,Leonardburgh Bears,3.74,3.32,,Leonardburgh Bears,North Melissafurt Bears
M01223,2025-05-09,Basketball,Darinberg Tigers,East Paulmouth Lions,3.82,3.74,,Darinberg Tigers,East Paulmouth Lions
M01224,2023-08-26,Baseball,Hannahmouth Tigers,Sparksfort Wolves,4.63,3.85,,Sparksfort Wolves,Sparksfort Wolves
M01225,2023-08-10,Hockey,Huffmanton Eagles,Williamsberg Eagles,1.88,3.83,3.52,Williamsberg Eagles,Williamsberg Eagles
M01226,2024-12-31,Hockey,Jordanberg Tigers,Rogersfort Eagles,1.86,1.74,4.88,Draw,Rogersfort Eagles
M01227,2025-01-20,Basketball,Rogerfurt Lions,West Ravenview Tigers,,,,Rogerfurt Lions,Rogerfurt Lions
M01228,2025-01-13,Hockey,Wrightburgh Wolves,Lake Henryshire Bears,3.23,1.23,1.92,Draw,Draw
M01229,2023-10-21,Basketball,Morachester Lions,Walkerborough Tigers,1.35,1.7,,Morachester Lions,Morachester Lions
M01230,2023-11-25,Football,Mclaughlinmouth Bears,Gabriellaburgh Lions,,2.01,3.74,Gabriellaburgh Lions,Draw
M01231,2025-04-10,Baseball,Lake Michael Bears,Lake Keith Bears,3.05,,,Lake Michael Bears,Lake Michael Bears
M01232,2024-12-02,Hockey,West Sarah Wolves,New Jesse Eagles,1.69,1.63,1.76,Draw,West Sarah Wolves
M01233,2024-06-12,Baseball,East Brittanyton Tigers,New Troyhaven Bears,1.56,4.98,,New Troyhaven Bears,East Brittanyton Tigers
M01234,2023-08-07,Hockey,Scottburgh Eagles,Port Laura Bears,2.86,4.69,4.9,Draw,Scottburgh Eagles
M01235,2023-07-16,Tennis,Lambtown Wolves,North Natashaberg Tigers,2.86,1.65,,North Natashaberg Tigers,Lambtown Wolves
M01236,2024-03-13,Baseball,North Jonathan Bears,North Robertchester Lions,2.82,2.61,,North Robertchester Lions,North Jonathan Bears
M01237,2024-04-04,Tennis,Floresshire Lions,Pughton Wolves,,3.61,,Pughton Wolves,Floresshire Lions
M01238,2024-06-13,Tennis,Lake Francesfurt Tigers,Lake Joshuaport Tigers,4.05,3.99,,Lake Joshuaport Tigers,Lake Francesfurt Tigers
M01239,2024-04-10,Football,Rogerhaven Tigers,South Dustinborough Tigers,1.8,1.77,2.44,Rogerhaven Tigers,Rogerhaven Tigers
M01240,2023-11-23,Football,North Alexandra Tigers,Lake Christophershire Wolves,3.52,2.33,3.47,North Alexandra Tigers,North Alexandra Tigers
M01241,2025-05-07,Basketball,West Teresaton Tigers,Vickieland Lions,3.16,3.3,,West Teresaton Tigers,West Teresaton Tigers
M01242,2024-10-13,Tennis,Martinezmouth Lions,Wandaburgh Wolves,2.24,2.47,,Martinezmouth Lions,Martinezmouth Lions
M01243,2024-01-12,Hockey,South Phillip Lions,East Gwendolynberg Tigers,2.68,1.61,4.01,East Gwendolynberg Tigers,Draw
M01244,2024-04-03,Football,East Tyler Tigers,Davisburgh Tigers,2.51,4.26,2.87,Davisburgh Tigers,East Tyler Tigers
M01245,2024-08-04,Baseball,Rebekahland Wolves,Phillipsmouth Lions,1.93,2.97,,Rebekahland Wolves,Phillipsmouth Lions
M01246,2024-06-19,Basketball,Stricklandmouth Bears,Sarahtown Lions,1.75,1.48,,Sarahtown Lions,Stricklandmouth Bears
M01247,2024-01-21,Hockey,West Jennifer Bears,Karishire Lions,1.78,2.92,3.27,Karishire Lions,West Jennifer Bears
M01248,2025-02-24,Baseball,Hernandezhaven Tigers,Joelchester Wolves,1.45,4.1,,Joelchester Wolves,Joelchester Wolves
M01249,2025-07-05,Basketball,North Jessica Bears,Port Traci Bears,4.19,1.75,,North Jessica Bears,Port Traci Bears
M01250,2025-02-09,Baseball,Port Victortown Eagles,East Joshuaville Bears,1.37,2.27,,East Joshuaville Bears,Port Victortown Eagles
M01251,2024-06-18,Hockey,East Ana Wolves,New Alisonborough Eagles,1.96,3.76,3.94,East Ana Wolves,East Ana Wolves
M01252,2024-11-30,Basketball,North Grantchester Tigers,Port Wayneland Wolves,2.76,1.94,,Port Wayneland Wolves,North Grantchester Tigers
M01253,2023-09-25,Baseball,East Amyhaven Lions,Jessicaville Lions,1.29,4.87,,Jessicaville Lions,Jessicaville Lions
M01254,2025-02-25,Football,Lake Daniel Tigers,East Philip Lions,3.62,3.56,4.55,Draw,East Philip Lions
M01255,2024-09-17,Tennis,West Katrina Eagles,Port Georgeville Tigers,4.38,,,West Katrina Eagles,Port Georgeville Tigers
M01256,2023-08-02,Hockey,New Eric Tigers,Lozanomouth Wolves,1.96,3.88,1.69,New Eric Tigers,Draw
M01257,2024-03-18,Basketball,East Katie Eagles,Lake Zacharyville Tigers,1.48,2.49,,East Katie Eagles,East Katie Eagles
M01258,2024-04-23,Tennis,New Reneemouth Tigers,West Crystalhaven Bears,4.44,1.65,,New Reneemouth Tigers,New Reneemouth Tigers
M01259,2023-10-17,Football,Heatherberg Wolves,Hectormouth Wolves,3.43,3.71,3.02,Draw,Heatherberg Wolves
M01260,2025-06-25,Tennis,Port Jacobtown Lions,Paulville Lions,,2.76,,Port Jacobtown Lions,Paulville Lions
M01261,2025-03-01,Basketball,New Jaredburgh Wolves,New Brandy Bears,2.21,2.56,,New Jaredburgh Wolves,New Brandy Bears
M01262,2024-12-17,Baseball,Toddburgh Bears,Dennisside Tigers,3.34,3.62,,Toddburgh Bears,Dennisside Tigers
M01263,2025-02-28,Hockey,Ruthbury Wolves,Lake Sarah Lions,2.4,2.48,2.7,Ruthbury Wolves,Ruthbury Wolves
M01264,2024-02-24,Basketball,Rogersberg Lions,East Rogerland Wolves,2.58,3.35,,Rogersberg Lions,East Rogerland Wolves
M01265,2024-10-29,Hockey,Port Mary Eagles,East Kevin Wolves,2.08,3.35,1.63,Draw,Draw
M01266,2024-04-27,Tennis,East Jennifer Eagles,North Jonathan Wolves,4.92,4.79,,North Jonathan Wolves,East Jennifer Eagles
M01267,2024-01-30,Basketball,Staceyborough Bears,Foxview Wolves,3.28,3.14,,Staceyborough Bears,Staceyborough Bears
M01268,2025-05-04,Hockey,New Amandachester Lions,Russellside Tigers,4.85,2.14,4.22,Russellside Tigers,New Amandachester Lions
M01269,2023-12-31,Baseball,East Anthonymouth Tigers,Richardchester Eagles,2.83,2.51,,Richardchester Eagles,East Anthonymouth Tigers
